,prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
1966,550000,"3188,08$","394,75$","2000,00$","787,98$",St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),"419, rue de la Tramontane",5,2,,1,1417.0,6198.94
1967,249900,,,,,Rivière-Rouge,Laurentides,", Chemin des Guides",,,,,,153251.0
1968,514900,,,"600,00$","850,00$",Val-Des-Bois,Outaouais,"105, chemin Raymond",2,1,,1,1459.0,20000.0
1969,349000,"2018,00$","155,00$",,,Bois-Des-Filion,Laurentides,"5, 38e Avenue",2,1,,1,1361.6000000000001,4300.0
1970,139999,,,,,Gore,Laurentides,Rue Rainbow,,,,,,155180.07
1972,580000,,,,,Contrecoeur,Montérégie (Rive-Sud Montréal),"4526, rue des Patriotes - Par Habitations Fontaine",3,2,,,,3552.09
1973,775000,"3422,50$","414,52$","1600,00$",,Le Sud-Ouest,Montréal / l'Île,"1681-1683, avenue de l'Église",3,2,,,,2740.0
1974,975000,,,,,Rosemont / La Petite Patrie,Montréal / l'Île,"6648, rue Garnier",2,2,1,1,1650.0,3295.0
1975,384800,,,,,Sherbrooke (Rock Forest),Estrie,"1085, rue Berger - Orée du Parc Central - Par les Constructions Christian Belleau",2,1,,1,,
1976,465000,"3235,38$","245,76$","1571,55$",,Gatineau (Hull),Outaouais,"13, rue du Bécasseau",3,1,1,2,1350.0,377.6
1977,425000,"3595,07$","242,41$","1320,00$",,Sherbrooke (Mont-Bellevue),Estrie,"3430, rue des Générations",3,1,,,,7517.25
1978,259900,"431,97$",,"1550,00$","955,77$",Drummondville (Drummondville),Centre-du-Québec,"352, rue Paris",3,1,1,2,1039.79,4999.84
1979,259000,,,,,La Pêche (Duclos),Outaouais,"859, chemin Parent",,,,,,4791600.01
1981,469000,"3262,17$","281,23$","2242,32$","1800,68$",Ste-Brigitte-De-Laval,Québec Rive-Nord,"238, rue Auclair",3,1,1,2,1700.0,117000.0
1982,485000,"3500,00$","350,00$","2900,00$",,St-Nicolas,Québec Rive-Sud (Lévis),"423, rue des Bruants",4,1,1,2,1750.0,7700.0
1984,279000,"2173,55$","400,00$","2990,00$",,Lachute,Laurentides,"119, rue des Épinettes",4,2,1,1,1000.0,7807.0
1985,69500,"372,00$","35,63$",,,St-Raymond,Portneuf,rue des Érables,,,,,,30000.0
1986,995000,"3011,69$","180,27$",,,St-Mathieu-De-Rioux,Bas-Saint-Laurent,"A-201, chemin du Lac Sud",3,,,,,4580689.73
1987,995000,"4799,11$","591,46$",,,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,"7265, rue des Écores",3,2,,1,,5500.0
1988,998000,,,,,Chambly,Montérégie (Rive-Sud Montréal),"13, rue Charles-Allard",5,2,1,2,1915.0,9450.0
1989,279900,"2348,00$","197,00$","1400,00$","1400,00$",Charlesbourg,Québec Rive-Nord,"5852, avenue des Giroflées",4,1,1,2,1280.0,2201.22
1990,389000,"2987,00$","278,00$",,,St-Nicolas,Québec Rive-Sud (Lévis),"103-1694, rue de l'Estran",2,1,1,1,1383.0,
1991,630000,"5500,00$","700,00$","3400,00$",,St-Félicien,Saguenay-Lac-Saint-Jean,"1544, chemin du Lac",3,1,1,2,1900.0,30000.0
1992,566000,"3144,69$","351,23$","210,00$","886,18$",Ste-Rose,Laval,"461, rue Pierre-Villeray",2,1,1,2,,3410.0
1993,329000,"2623,00$","219,00$","2100,00$","1600,00$",Charlesbourg,Québec Rive-Nord,"7115, avenue Germain",5,2,,2,2200.0,790.0
1994,449000,"2112,37$","210,89$","1057,16$","2489,00$",Laval-Ouest,Laval,"5121, rue Troyat",4,2,,2,1425.0,3229.17
1996,385000,"2750,00$","249,00$","816,00$","360,00$",St-Nicolas,Québec Rive-Sud (Lévis),"201-1690, rue de l'Estran",2,1,,1,1413.0,440740.0
1997,585000,"2318,00$","163,74$","3000,00$","5000,00$",Ste-Clotilde-De-Horton,Centre-du-Québec,"30, Route 122",,,,,,41176.0
1998,699900,"3119,98$","316,83$","3450,00$","1278,00$",Boisbriand,Laurentides,"3361, avenue Bourassa",2,1,1,1,1209.0,5997.0
1999,219000,"1584,00$","106,00$","450,00$",,Repentigny (Repentigny),Lanaudière,"123-309, rue de Carmel",1,1,1,2,545.0,1502.0
2000,798500,"4149,87$","506,98$","1270,00$","631,92$",Saint-Laurent,Montréal / l'Île,"2514, rue des Équinoxes",3,2,,2,1818.0,1625.35
2001,699900,,,,,St-Jérôme (St-Jérôme),Laurentides,Rue du Geai-Bleu - Modèle Shanghai - Par Construction Briand,3,2,,1,1083.0,16000.0
2002,699900,"3703,00$","280,00$","2500,00$",,Repentigny (Le Gardeur),Lanaudière,"86, Boul. Lacombe",4,2,,1,950.0,19623.0
2003,1399000,"2138,89$","308,00$",,,St-Joachim-De-Shefford,Estrie,"467, 3e Rang Est",3,,,,,4573800.01
2005,245000,,,,,Pont-Rouge,Portneuf,Développement Cantin - Par Construction Mario Dion,3,1,,1,,4225.0
2006,750000,,,,,St-Hippolyte,Laurentides,"9, rue des Cépages- Projet domiciliaire Mont des Cépages - Par Habitation Mégatech",3,2,1,2,,43000.0
2008,444900,"2636,26$","194,25$",,,Gatineau (Aylmer),Outaouais,"116, rue Bourgeau Nord",4,1,1,2,1400.0,35611.0
2009,234000,,,,,La Baie,Saguenay-Lac-Saint-Jean,"1941, chemin du Plateau Nord",4,2,1,1,840.0,8000.0
2010,349900,"1796,28$","172,12$","1672,00$","467,00$",Piedmont,Laurentides,"101-275, chemin des Grappes",2,1,1,3,1000.0,
2011,290000,"1039,65$","146,77$","651,24$","353,16$",Brossard,Montérégie (Rive-Sud Montréal),"409-8065, boulevard du Saint-Laurent",1,1,,1,785.6,
2012,238000,"2001,08$","149,16$",,"603,22$",Saint-Roch,Québec Rive-Nord,"201-877, rue de la Marée-Haute",2,1,,1,900.0,
2013,448000,"2357,00$","277,00$",,,Saint-Laurent,Montréal / l'Île,"302-1545, rue de l'Église",2,2,,1,1200.0,
2014,359000,"2555,00$","208,79$",,,Terrebonne (Lachenaie),Lanaudière,"756, rue de la Soeur-Marie-Rose",2,1,,1,1194.0,10763.91
2015,564000,"2632,00$","887,00$","2022,00$","1080,00$",Boucherville,Montérégie (Rive-Sud Montréal),"140, rue Charles-Aubertin",4,2,,1,1316.602,9967.0
2016,339900,"1713,00$","157,00$","1250,00$",,Ste-Marthe-Sur-Le-Lac,Laurentides,"2287, boulevard des Pins",2,1,,1,1050.0,
2017,396900,,,,,Drummondville (Drummondville),Centre-du-Québec,"2377-2379, boulevard Mercure",4,2,,,,7000.0
2018,565000,"3403,00$","308,00$",,"1924,00$",Joliette,Lanaudière,"339-343, rue Saint-Viateur",3,2,1,,,4826.0
2020,519000,"2850,00$","320,00$","2100,00$",,Vimont,Laval,"434, rue Sigmund-Freud",2,1,1,1,938.0,5800.0
2021,847900,,,,,Chelsea,Outaouais,"48, chemin du Mont-Columbia - Par Solico Construction",2,1,1,1,1334.0,
2022,974900,,,,,Chelsea,Outaouais,"44, chemin du Mont-Columbia - Par Solico Construction",3,2,1,2,1947.0,
2023,599000,,,,,St-Hippolyte,Laurentides,"23, rue Victor - Modèle Le Chadwick - Par Construction Cousineau",3,1,1,2,2054.0,33000.0
2024,649000,,,,,St-Hippolyte,Laurentides,"52, rue Victor - L'Alzari - Par construction Cousineau",3,1,1,2,1767.0,33000.0
2025,345000,,,,,Pintendre,Québec Rive-Sud (Lévis),rue Joseph-Lambert - Par Construction Réjean Morin,2,1,,1,1064.0,4529.0
2027,379000,"1900,00$","400,00$",,,Laval-des-Rapides,Laval,"5-381, rue Lulli",2,1,,1,1050.0,
2028,789900,,,,,Sillery,Québec Rive-Nord,"1637, avenue Par-des-Sources",4,2,1,2,2475.0,
2029,324000,,,,,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,"2263, rue Vallerand",5,2,,1,988.0,5428.0
2030,495000,"2344,00$","232,00$","1500,00$",,Anjou,Montréal / l'Île,"103-6850, boulevard des Roseraies",3,2,,1,1377.5,662.84
2033,299500,"1259,36$","130,82$","1000,00$","994,00$",St-Alban,Portneuf,"139, chemin des Rapides",3,1,,1,1411.15,18023.09
2035,399000,"2718,00$","248,00$","3180,00$",,Charlesbourg,Québec Rive-Nord,"7305, avenue Vincent-Beaumont",5,2,,1,1049.48,6525.08
2036,689900,,,,,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),"33, avenue des Tilleuls",4,2,,1,1212.0,7708.04
2037,364900,"2590,92$","182,76$","1131,00$","177,10$",Gatineau (Aylmer),Outaouais,"C-986, boulevard Wilfrid-Lavigne",2,1,,1,1000.0,
2039,399000,,,,,Ste-Clotilde-De-Chateauguay,Montérégie (Rive-Sud Montréal),"46, rue des Colibris",3,2,1,1,1384.0,3290.0
2042,199000,"1962,85$","225,31$","5000,00$","3500,00$",Ste-Victoire-De-Sorel,Montérégie (Rive-Sud Montréal),"181, rang Rhimbault",3,1,1,1,,53819.55
2044,749000,"3877,18$","393,32$","160,00$",,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),"419, rue Schubert",4,1,1,2,1900.0,5360.0
2045,460000,,,,,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,"12111, rue de la Gauchetière",4,1,1,2,1270.14,1575.0
2047,244900,"2619,95$","227,31$","1000,00$",,Lebourgneuf,Québec Rive-Nord,"105-2305, rue de Bogota",2,1,1,1,1267.0,
2048,459000,"3300,00$","308,22$","1440,00$","1050,00$",Val-Bélair,Québec Rive-Nord,"1196, rue des Cithares",3,1,1,2,1350.0,5253.0
2049,249000,"2694,81$","153,00$","2964,00$",,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,"2752, rue Couture",3,2,1,2,1417.0,4570.36
2051,555000,,,,,Repentigny (Repentigny),Lanaudière,"381, rue Laval",5,2,1,2,1639.0,7007.0
2052,74745,"185,24$",,,,St-Damien,Lanaudière,chemin de l'Église,,,,,,22650.0
2054,395000,,,,,Pintendre,Québec Rive-Sud (Lévis),3673 rue Marie-Carrier - Par Construction Réjean Morin,3,1,1,2,1456.0,6286.0
2057,319900,"1349,07$",,"500,00$",,Mirabel (St-Canut),Laurentides,"405-10085, rue de l'Épervier",2,1,,4,1065.0,
2059,385000,"3546,27$","286,49$","1149,60$","1324,00$",Beauport,Québec Rive-Nord,"53, rue Mercier",2,1,,1,975.0,5625.0
2061,369500,"2526,00$","198,00$","1600,00$",,St-Nicolas,Québec Rive-Sud (Lévis),"816, rue de Vimy",4,1,1,2,1440.0,6000.0
2063,319000,"1846,00$","118,00$","510,00$","492,00$",Bromont,Estrie,"202-128, boulevard de Bromont",1,1,,1,600.0,1.0
2064,349000,"1642,00$","148,20$","1200,00$","400,00$",Sorel-Tracy,Montérégie (Rive-Sud Montréal),"3325, rue Cournoyer",4,1,2,1,850.46,3742.61
2066,329999,,,,,St-Marc-Du-Lac-Long,Bas-Saint-Laurent,Route 289,,,,,,1140296.38
2068,460000,"2904,00$","250,00$",,,St-Cesaire,Montérégie (Rive-Sud Montréal),"1835, Carré-Royer",4,2,,1,1140.97,6542.3
2070,548000,,,,,Ste-Marthe-Sur-Le-Lac,Laurentides,"35, 36e avenue",3,2,,1,900.0,5044.0
2071,250000,,,,,Entrelacs,Lanaudière,Route 125,,,,,,363247.0
2072,697000,"3445,72$","463,54$",,"966,00$",Contrecoeur,Montérégie (Rive-Sud Montréal),"8440, route Marie-Victorin",4,2,,1,1176.0,25190.0
2073,524500,"2991,38$","265,11$","1900,00$","1000,00$",Terrebonne (Lachenaie),Lanaudière,"4529, rue des Ancêtres",4,2,,1,960.0,4500.0
2074,528000,"2865,00$","255,00$","2000,00$",,Lac-St-Charles,Québec Rive-Nord,"1796, chemin de la Passe",3,2,,2,1047.33,29341.176
2075,75000,"1398,56$",,,,St-Côme,Lanaudière,24e Avenue,,,,,,7675.0
2076,499500,"3652,57$","358,21$","2331,87$","1556,04$",Lévis,Québec Rive-Sud (Lévis),"95, rue Philippe-Poulin",5,2,,2,1237.85,8361.0
2077,734000,"3546,00$",,"2300,00$",,L'Ange-Gardien-Outaouais,Outaouais,"10, chemin du Grenat",3,3,,2,2440.0,50558.09
2078,1499999,"7479,52$","920,60$","2744,97$",,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,"3445, avenue Montclair",4,3,1,2,2040.0,4680.0
2081,795225,,,,,St-Colomban,Laurentides,"555, rue Adèle-Berthelot - Le Monaco Garage double - Par Habitation Cousineau",3,1,1,2,1869.0,28600.0
2082,279000,"2331,68$","194,56$","1349,34$","1217,14$",Beauport,Québec Rive-Nord,"550, rue Miray",2,1,1,1,959.28,3999.87
2083,772110,,,,,St-Colomban,Laurentides,"549, rue Adèle-Berthelot - Barcelone - Par Habitation Cousineau",3,1,1,2,2058.0,32123.0
2086,749000,"4782,00$","465,00$","3200,00$",,St-Nicolas,Québec Rive-Sud (Lévis),"205, rue de l'Affluent",6,3,1,2,1384.0,13325.0
2088,599900,"3144,85$","305,27$","1444,00$",,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"4312, rue des Montgolfières",3,1,,1,1433.0,
2095,699000,"4193,01$","397,18$","2994,00$","924,00$",St-Hyacinthe (Douville),Montérégie (Rive-Sud Montréal),"2040, rue Jean-Noel Dion",3,2,1,3,1159.0,5166.68
2101,170000,"1350,00$","137,22$","880,00$",,Limoilou,Québec Rive-Nord,"2-2300, avenue de Vitré",3,1,1,1,1100.0,
2108,849000,"6587,78$","509,44$","905,20$",,Gatineau (Hull),Outaouais,"11, rue de l'Embellie",5,2,2,2,2200.0,7158.0
2111,725000,"3734,00$","455,00$","977,00$","578,00$",Villeray / St-Michel / Parc-Extension,Montréal / l'Île,"302-7215, rue Marconi",2,2,,2,1160.0,
2114,565000,"2836,38$","439,52$",,"700,57$",Ste-Julie,Montérégie (Rive-Sud Montréal),"412-1935, chemin du Fer à Cheval",3,2,,1,1245.38,
2119,535000,"1416,08$","173,04$",,,Rosemont / La Petite Patrie,Montréal / l'Île,"6667, rue de Saint-Vallier",2,1,,1,828.0,
2120,459000,"2264,34$","184,74$","2220,00$",,St-Jérôme (Lafontaine),Laurentides,"2197, boulevard Lafontaine",4,2,,1,980.0,6599.0
2122,335000,"1098,00$","167,00$","250,00$","250,00$",Brossard,Montérégie (Rive-Sud Montréal),"202-9175, rue Lennon",1,1,1,1,560.0,
2123,425000,"2237,00$","219,23$","60,00$",,Fabreville,Laval,"22-4497, boulevard Dagenais Ouest",3,1,1,1,1288.0,
2125,410000,"2659,83$","300,00$","1512,24$",,Limoilou,Québec Rive-Nord,"9-1100, rue Cadillac",3,1,,1,1040.0,
2129,365000,"2947,71$","197,61$","2085,00$","3928,00$",Métabetchouan-Lac-à-la-Croix,Saguenay-Lac-Saint-Jean,"1274, rang Sainte-Anne",3,2,,2,2132.01,53819.55
2130,455000,,,"1850,00$","1300,00$",St-Félicien,Saguenay-Lac-Saint-Jean,"1036, chemin de la Montagne",3,2,,2,1228.16,23822.69
2131,930147,,,,,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),"., Rue Sallaberry",9,3,3,,,
2132,325000,"2521,00$","220,00$","2300,00$","2300,00$",Charny,Québec Rive-Sud (Lévis),"6224, rue des Amarantes",4,2,1,1,936.0,8950.0
2135,269000,"2012,40$","113,05$","2400,00$",,St-Paulin,Mauricie,"2791, rue Henri-Paul-Milot",2,2,,1,1120.0,18869.0
2137,449900,"2469,00$","242,86$","1186,00$","448,00$",St-Jean-sur-Richelieu (St-Athanase),Montérégie (Rive-Sud Montréal),"101-115, rue Bella",3,1,1,1,1124.0,
2138,749000,"3355,00$","494,00$","3400,00$","1217,00$",Ste-Julie,Montérégie (Rive-Sud Montréal),"2018, rue de Fontainebleau",6,2,,1,1434.0,7747.0
2140,349000,"2964,05$","172,24$","3451,92$",,Paspebiac,Gaspésie-Îles-de-la-Madeleine,"95, rue Day",5,2,,1,1881.0,3825.0
2141,390000,,,,,Morin-Heights,Laurentides,rue des Huarts,,,,,,45000.0
2142,485900,"3165,00$","287,00$","600,00$","300,00$",St-Jérôme (St-Jérôme),Laurentides,"203-140, rue Radisson",2,1,1,1,1360.0,30000.0
2148,599900,"3818,87$","326,08$","3317,88$","1128,00$",Lavaltrie,Lanaudière,"42, rue des Epinettes",4,2,,2,2400.0,7200.0
2149,689000,,"258,05$",,,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"255, rue Verreau",4,2,,1,1175.0,5900.0
2150,355000,"1360,00$","170,00$","550,00$","255,00$",Le Plateau-Mont-Royal,Montréal / l'Île,"4724B, rue Messier",1,1,1,3,518.0,
2158,795000,"3412,95$","424,35$","2825,00$",,La Prairie,Montérégie (Rive-Sud Montréal),"710, boulevard de la Magdeleine",4,2,1,2,1811.0,6000.0
2168,510000,"4420,25$","394,44$","2200,00$","1900,00$",Val-Des-Monts (Perkins),Outaouais,"30, rue Cédric",4,2,,,,43560.0
2170,369000,"2995,00$","230,00$","2627,00$",,Charny,Québec Rive-Sud (Lévis),"5104, avenue des Générations",3,1,1,2,1781.43,2171.5301999999997
2171,325000,"3010,00$","226,00$","1135,00$","862,00$",St-Charles-De-Bellechasse,Chaudière-Appalaches,"257, avenue Gauthier",4,2,,1,,5855.57
2177,329900,"1719,67$","160,84$","1200,00$",,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"110-1780, rue des Saphirs",2,1,1,3,1006.0,
2179,289900,,,,,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),"574, rue René-Richard - Par Terrain Dev Immobilier inc.",2,1,1,2,,4443.0
2180,439900,,,,,Drummondville (Drummondville),Centre-du-Québec,"273, rue Plessis - Par Construction Serge Brouillette",2,1,,1,1400.0,6372.0
2181,499999,,,,,Ahuntsic / Cartierville,Montréal / l'Île,"F7-10037, boulevard St-Laurent - Axe St-Laurent 2",2,1,,3,955.0,
2182,449500,"3699,10$","354,64$",,,Ste-Foy,Québec Rive-Nord,"1287, rue Arthur-Labrie",4,2,,1,1604.0,7700.5
2189,798000,"4220,00$","487,00$","1750,00$",,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"3205, avenue Lebrun",4,2,2,2,1680.0,3071.0
2190,724000,"5284,65$","434,00$","4500,00$","6359,00$",Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"4065, rue Chardin",5,3,1,2,2902.0,18200.0
2192,189990,"993,06$","115,34$",,,St-Henri-de-Lévis,Chaudière-Appalaches,"63-65, rue des Grenats",,,,,,11629.0
2193,260000,"2241,50$","190,00$","1000,00$","450,00$",Ste-Foy,Québec Rive-Nord,"306-2635, rue de la Picardie",2,1,1,1,1013.0,
2195,499000,"2284,00$","250,00$","1550,00$","900,00$",Blainville,Laurentides,"63, rue Martin",4,1,1,1,864.0,4770.0
2196,609000,"2856,00$","200,00$",,,Ste-Julie,Montérégie (Rive-Sud Montréal),"349, rue de Limoilou",4,1,1,3,1440.0,5200.0
2198,424900,"2566,42$","213,81$","1900,00$","900,00$",Terrebonne (Terrebonne),Lanaudière,"230, 4e Avenue",3,2,,1,900.0,5000.0
2202,605000,"3060,00$","386,00$","565,00$","452,00$",Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"27-50, rue McGill",2,1,,1,850.0,198.0
2206,415000,"3312,27$","297,64$","2200,00$",,Ste-Foy,Québec Rive-Nord,"1447, rue Annette-Leclerc",4,2,,4,999.4,4999.84
2207,359000,"1809,00$","184,73$",,,Vaudreuil-Dorion,Montérégie Ouest,"5-620, rue Forbes",2,1,,4,1156.0,
2208,889000,"3830,00$","470,53$",,,Lachine,Montréal / l'Île,"580-528, 6e Avenue",3,2,,,,3750.0
2209,614900,"2851,15$","305,19$","1300,00$",,Carignan,Montérégie (Rive-Sud Montréal),"3243, boulevard Désourdy",4,2,1,2,1388.0,2687.75
2210,480000,"3613,31$","279,86$","2700,00$",,Gatineau (Gatineau),Outaouais,"39, rue de Salernes",3,1,1,2,1819.0,5015.0
2215,639000,"3072,28$","217,67$","2766,00$","1746,29$",Gatineau (Gatineau),Outaouais,"901-903, rue Notre-Dame",3,2,,,,16545.0
2216,379000,"1825,83$","194,76$",,,Lachine,Montréal / l'Île,"201-680, 36e Avenue",2,1,,2,823.0,
2217,356400,,,,,Stoneham,Québec Rive-Nord,"111, chemin des Affluents - Domaine de la Fable - PAR Construction McKinley",3,1,1,2,1230.0,2131.0
2222,569000,"1371,22$","373,20$","3790,00$",,St-Gabriel-De-Valcartier,Québec Rive-Nord,"229, chemin Redmond",3,1,1,2,1594.0,39206.5
2224,559000,"2310,00$","260,00$","2000,00$",,Mascouche,Lanaudière,"3010, rue Jeannotte",3,2,1,2,1620.0,2120727.16
2225,414000,"2283,76$","239,51$","1491,27$",,Anjou,Montréal / l'Île,"401-7200, boulevard des Galeries d'Anjou",2,1,,1,974.13,
2227,1150000,"7116,08$","536,59$","2925,91$","2151,84$",Sherbrooke (Deauville),Estrie,"10371, rue des Riverins",4,3,2,2,2948.0,13184.0
2231,425000,"3953,06$","259,00$","6800,00$",,St-Michel-de-Bellechasse,Chaudière-Appalaches,76 rue Principale,,,,,,6034.25
2232,549000,"2772,41$","241,12$","1300,00$","1450,00$",Prévost,Laurentides,"1346, rue du Clos-Frantin",2,1,1,2,1430.0,11372.07
2236,870000,"5210,52$","565,86$","2638,23$","1412,64$",Montréal-Nord,Montréal / l'Île,"10782, avenue du Parc-Georges",5,3,1,2,2636.0,3368.0
2239,639000,,,,,Lac-Beauport,Québec Rive-Nord,"30, chemin des Buis",3,1,1,2,1530.0,9890.0
2240,499000,"2400,00$","480,00$","2400,00$","1536,00$",Chomedey,Laval,"4019, 6e Rue",5,2,1,1,1291.67,4612.34
2241,394500,"1900,00$","143,67$",,,St-Alphonse-de-Granby,Estrie,"119, rue Céline",4,1,1,1,949.0,28646.0
2244,599800,"2790,00$","263,00$",,,Blainville,Laurentides,"56, rue des Bouvreuils",4,2,,1,1120.0,6999.7
2245,374000,,,,,Sherbrooke (Jacques-Cartier),Estrie,"3787, rue Émile-Chartier - Par Martin Ouimette Construction Inc",3,2,,1,910.0,4359.38
2246,399000,,,,,Sherbrooke (Jacques-Cartier),Estrie,"3780, rue Émile-Chartier - Par Martin Ouimette Construction Inc",2,2,,1,1380.0,5166.68
2249,999999,,,,,Chelsea,Outaouais,"16, ch des Rocheuses - Par Solico Construction",3,1,1,2,2115.0,43560.0
2255,485500,"3239,00$","283,00$","3000,00$","970,00$",St-Augustin-De-Desmaures,Québec Rive-Nord,"151, rue Bechard",4,1,1,2,2336.0,7239.81
2257,310000,"1965,76$","134,00$",,,Beauharnois (Beauharnois),Montérégie (Rive-Sud Montréal),"13, rue Boyer",3,1,,2,1316.43,3844.7955
2263,625000,"3071,56$","366,88$","1161,01$","1548,00$",Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"7209, rue de Marseille",2,1,1,3,1360.0,1938.36
2267,729800,"3031,22$","322,00$","1895,00$",,Chomedey,Laval,"2126, boulevard McNamara",4,2,1,1,1141.0,5400.2
2268,895000,"4040,03$","369,22$",,,Bécancour (St-Grégoire),Centre-du-Québec,"19532, rue Savoie",3,2,,2,1034.0,20666.71
2274,479000,"2356,00$","281,00$",,,Rosemont / La Petite Patrie,Montréal / l'Île,"1-4854, rue de Chambly",2,1,,1,1052.0,
2275,549900,"2227,00$","197,00$","1560,00$","100,00$",Repentigny (Repentigny),Lanaudière,"45, rue Villebon",3,2,1,2,1500.0,5000.0
2276,159000,"2547,00$","213,00$","8000,00$","3500,00$",Ste-Agathe-de-Lotbinière,Chaudière-Appalaches,"4482, rue Gosford Est",,,,,,19207.0
2277,930000,"5112,00$","641,00$",,"1400,00$",Ahuntsic / Cartierville,Montréal / l'Île,"10565-10567, rue Waverly",6,2,2,,,3551.01
2280,420000,"2483,17$","203,37$",,,Beauharnois (Melocheville),Montérégie (Rive-Sud Montréal),"23, rue des Éclusiers",2,1,1,1,796.53,3708.17
2285,308700,"2996,82$","194,76$","2080,00$","850,00$",Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,"1560, rue des Cèdres",4,2,,1,909.0,7298.0
2286,239000,"1850,98$","112,63$","660,00$","300,00$",Mascouche,Lanaudière,"2302, avenue de la Gare",1,1,1,1,576.0,
2287,342500,"1940,30$","160,60$","840,00$",,St-Eustache,Laurentides,"5-240, rue Marie-Victorin",2,1,,1,987.05,
2288,50000,"225,00$",,,,Auteuil,Laval,boulevard des Mille-Îles,,,,,,5400.0
2289,284500,"2645,73$","156,16$",,,Rivière-Du-Loup,Bas-Saint-Laurent,"97, rue Montcalm",3,1,1,1,1000.0,6899.67
2290,225000,"1760,00$","94,00$",,"230,00$",Mascouche,Lanaudière,"2990, avenue de la Gare",1,1,,1,560.0,
2291,650000,"5888,00$","405,00$",,"3120,00$",St-Jacques,Lanaudière,"22-24-26-28, rue Laurin",2,1,,,,7196.75
2292,729000,"3400,00$","380,00$","2500,00$",,Pierrefonds / Roxboro,Montréal / l'Île,"39, 4e Avenue Sud",4,3,1,2,2058.0,6523.0
2298,315000,"2417,61$","212,81$","2040,00$",,St-Émile,Québec Rive-Nord,"2715, avenue Lapierre",3,1,1,2,1224.0,53776.5
2302,449000,"1742,00$","193,00$","800,00$","340,00$",Saint-Léonard,Montréal / l'Île,"406-4650, rue Jean-Talon Est",2,1,,1,828.0,
2303,399000,"3596,00$","279,00$","3216,00$","512,00$",L'Ancienne-Lorette,Québec Rive-Nord,"1823, rue de Boulogne",6,2,,1,1295.0,6782.0
2305,509000,"2636,00$","225,00$",,,Terrebonne (Lachenaie),Lanaudière,"1357, rue des Merisiers",3,1,,1,903.95,5586.0
2310,159900,"1000,00$","28,00$","155,00$","700,00$",Terrebonne (Terrebonne),Lanaudière,"9, 5e Avenue",3,1,,1,875.0,3060.0
2312,469000,"2203,00$",,,,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,"13230, rue Collette-Bonheur",2,1,1,1,1041.95,2083.03
